,UUID,FirstAppearance,treatment
57,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
58,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
59,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
60,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
61,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
62,03fc13b08a164e5d9dc6e8a03ba5cbd0,2023-07-11,1
63,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
64,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
65,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
66,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
67,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
68,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
69,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
70,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
71,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
72,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
73,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
74,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
75,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
76,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
77,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
78,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
79,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
80,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
81,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
82,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
83,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
84,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
85,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
86,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
87,16d6e6e7a6114c8a818dd10b13168ec0,2023-07-11,1
88,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
89,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
90,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
91,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
92,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
93,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
94,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
95,188e40ad5cb74d1b91cda03b7834ff03,2023-07-11,1
96,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
97,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
98,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
99,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
100,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
101,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
102,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
103,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
104,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
105,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
106,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
107,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
108,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
109,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
110,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
111,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
112,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
113,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
114,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
115,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
116,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
117,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
118,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
119,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
120,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
121,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
122,24e28e0c386f46bfa5379c5c7bf98599,2023-07-11,1
123,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
124,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
125,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
126,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
127,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
128,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
129,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
130,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
131,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
132,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
133,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
134,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
135,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
136,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
137,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
138,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
139,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
140,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
141,2d528906c5214af5a4ad777eaabca6a7,2023-07-11,1
142,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
143,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
144,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
145,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
146,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
147,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
148,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
149,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
150,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
151,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
152,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
153,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
154,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
155,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
156,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
157,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
158,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
159,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
160,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
161,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
162,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
163,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
164,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
165,2d706bd85b42469abb3469c9b070a834,2023-07-11,1
166,31e5249175e34c0588dc6328885b2eb0,2023-07-11,1
167,31e5249175e34c0588dc6328885b2eb0,2023-07-11,1
168,31e5249175e34c0588dc6328885b2eb0,2023-07-11,1
169,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
170,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
171,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
172,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
173,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
174,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
175,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
176,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
177,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
178,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
179,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
180,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
181,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
182,6d9a58c0c3634e61841c045f165c0f6c,2023-07-11,1
183,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
184,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
185,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
186,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
187,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
188,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
189,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
190,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
191,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
192,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
193,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
194,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
195,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
196,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
197,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
198,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
199,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
200,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
201,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
202,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
203,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
204,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
205,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
206,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
207,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
208,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
209,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
210,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
211,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
212,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
213,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
214,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
215,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
216,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
217,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
218,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
219,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
220,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
221,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
222,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
223,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
224,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
225,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
226,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
227,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
228,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
229,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
230,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
231,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
232,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
233,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
234,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
235,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
236,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
237,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
238,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
239,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
240,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
241,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
242,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
243,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
244,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
245,71b47e3844e14f1199cd7d68ca93f752,2023-07-11,1
246,928854e858ed4f56930821e25bae3012,2023-07-13,1
247,928854e858ed4f56930821e25bae3012,2023-07-13,1
248,928854e858ed4f56930821e25bae3012,2023-07-13,1
249,92faf35eea524c748368507c235c56a8,2023-07-13,1
250,92faf35eea524c748368507c235c56a8,2023-07-13,1
251,92faf35eea524c748368507c235c56a8,2023-07-13,1
252,92faf35eea524c748368507c235c56a8,2023-07-13,1
253,92faf35eea524c748368507c235c56a8,2023-07-13,1
254,92faf35eea524c748368507c235c56a8,2023-07-13,1
255,92faf35eea524c748368507c235c56a8,2023-07-13,1
256,92faf35eea524c748368507c235c56a8,2023-07-13,1
257,92faf35eea524c748368507c235c56a8,2023-07-13,1
258,92faf35eea524c748368507c235c56a8,2023-07-13,1
259,92faf35eea524c748368507c235c56a8,2023-07-13,1
260,92faf35eea524c748368507c235c56a8,2023-07-13,1
261,92faf35eea524c748368507c235c56a8,2023-07-13,1
262,92faf35eea524c748368507c235c56a8,2023-07-13,1
263,92faf35eea524c748368507c235c56a8,2023-07-13,1
264,92faf35eea524c748368507c235c56a8,2023-07-13,1
265,92faf35eea524c748368507c235c56a8,2023-07-13,1
266,92faf35eea524c748368507c235c56a8,2023-07-13,1
267,92faf35eea524c748368507c235c56a8,2023-07-13,1
268,92faf35eea524c748368507c235c56a8,2023-07-13,1
269,92faf35eea524c748368507c235c56a8,2023-07-13,1
270,92faf35eea524c748368507c235c56a8,2023-07-13,1
271,92faf35eea524c748368507c235c56a8,2023-07-13,1
272,92faf35eea524c748368507c235c56a8,2023-07-13,1
273,92faf35eea524c748368507c235c56a8,2023-07-13,1
274,92faf35eea524c748368507c235c56a8,2023-07-13,1
275,92faf35eea524c748368507c235c56a8,2023-07-13,1
276,95abd3e7204849a881798120687c7583,2023-07-13,1
277,95abd3e7204849a881798120687c7583,2023-07-13,1
278,95abd3e7204849a881798120687c7583,2023-07-13,1
279,95abd3e7204849a881798120687c7583,2023-07-13,1
280,95abd3e7204849a881798120687c7583,2023-07-13,1
281,95abd3e7204849a881798120687c7583,2023-07-13,1
282,95abd3e7204849a881798120687c7583,2023-07-13,1
283,95abd3e7204849a881798120687c7583,2023-07-13,1
284,978d254d19c641c498335c76c4b973fb,2023-07-13,1
285,9b45fee42e6c49b9aff31b8fb5c9d8af,2023-07-13,1
286,9b45fee42e6c49b9aff31b8fb5c9d8af,2023-07-13,1
287,9b45fee42e6c49b9aff31b8fb5c9d8af,2023-07-13,1
288,9b45fee42e6c49b9aff31b8fb5c9d8af,2023-07-13,1
289,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
290,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
291,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
292,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
293,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
294,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
295,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
296,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
297,9db9aa5496464515a0ebfbec2292949d,2023-07-13,1
298,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
299,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
300,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
301,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
302,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
303,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
304,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
305,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
306,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
307,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
308,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
309,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
310,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
311,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
312,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
313,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
314,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
315,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
316,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
317,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
318,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
319,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
320,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
321,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
322,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
323,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
324,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
325,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
326,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
327,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
328,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
329,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
330,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
331,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
332,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
333,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
334,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
335,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
336,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
337,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
338,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
339,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
340,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
341,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
342,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
343,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
344,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
345,9e900377bb894820ac4648a4ddc86107,2023-07-13,1
346,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
347,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
348,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
349,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
350,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
351,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
352,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
353,a12ebe13c86944d5982d671835d3cca5,2023-07-13,1
354,a7f549bba99040df845056954cd491b8,2023-07-13,1
355,a7f549bba99040df845056954cd491b8,2023-07-13,1
356,a7f549bba99040df845056954cd491b8,2023-07-13,1
357,a7f549bba99040df845056954cd491b8,2023-07-13,1
358,a7f549bba99040df845056954cd491b8,2023-07-13,1
359,a7f549bba99040df845056954cd491b8,2023-07-13,1
360,a7f549bba99040df845056954cd491b8,2023-07-13,1
361,a7f549bba99040df845056954cd491b8,2023-07-13,1
362,a7f549bba99040df845056954cd491b8,2023-07-13,1
363,a7f549bba99040df845056954cd491b8,2023-07-13,1
364,a7f549bba99040df845056954cd491b8,2023-07-13,1
365,a7f549bba99040df845056954cd491b8,2023-07-13,1
366,a7f549bba99040df845056954cd491b8,2023-07-13,1
367,a7f549bba99040df845056954cd491b8,2023-07-13,1
368,a7f549bba99040df845056954cd491b8,2023-07-13,1
369,a7f549bba99040df845056954cd491b8,2023-07-13,1
370,a7f549bba99040df845056954cd491b8,2023-07-13,1
371,a7f549bba99040df845056954cd491b8,2023-07-13,1
372,a7f549bba99040df845056954cd491b8,2023-07-13,1
373,a7f549bba99040df845056954cd491b8,2023-07-13,1
374,a7f549bba99040df845056954cd491b8,2023-07-13,1
375,a7f549bba99040df845056954cd491b8,2023-07-13,1
376,a7f549bba99040df845056954cd491b8,2023-07-13,1
377,a7f549bba99040df845056954cd491b8,2023-07-13,1
378,a7f549bba99040df845056954cd491b8,2023-07-13,1
379,a7f549bba99040df845056954cd491b8,2023-07-13,1
380,a7f549bba99040df845056954cd491b8,2023-07-13,1
381,a7f549bba99040df845056954cd491b8,2023-07-13,1
382,a7f549bba99040df845056954cd491b8,2023-07-13,1
383,a7f549bba99040df845056954cd491b8,2023-07-13,1
384,a7f549bba99040df845056954cd491b8,2023-07-13,1
385,a7f549bba99040df845056954cd491b8,2023-07-13,1
386,a7f549bba99040df845056954cd491b8,2023-07-13,1
387,a7f549bba99040df845056954cd491b8,2023-07-13,1
388,a7f549bba99040df845056954cd491b8,2023-07-13,1
389,a7f549bba99040df845056954cd491b8,2023-07-13,1
390,a7f549bba99040df845056954cd491b8,2023-07-13,1
391,a7f549bba99040df845056954cd491b8,2023-07-13,1
392,a7f549bba99040df845056954cd491b8,2023-07-13,1
393,a7f549bba99040df845056954cd491b8,2023-07-13,1
394,a7f549bba99040df845056954cd491b8,2023-07-13,1
395,a7f549bba99040df845056954cd491b8,2023-07-13,1
396,a7f549bba99040df845056954cd491b8,2023-07-13,1
397,a7f549bba99040df845056954cd491b8,2023-07-13,1
398,a7f549bba99040df845056954cd491b8,2023-07-13,1
399,a7f549bba99040df845056954cd491b8,2023-07-13,1
400,a7f549bba99040df845056954cd491b8,2023-07-13,1
401,a7f549bba99040df845056954cd491b8,2023-07-13,1
402,a7f549bba99040df845056954cd491b8,2023-07-13,1
403,a7f549bba99040df845056954cd491b8,2023-07-13,1
404,a7f549bba99040df845056954cd491b8,2023-07-13,1
405,a7f549bba99040df845056954cd491b8,2023-07-13,1
406,a7f549bba99040df845056954cd491b8,2023-07-13,1
407,a7f549bba99040df845056954cd491b8,2023-07-13,1
408,a7f549bba99040df845056954cd491b8,2023-07-13,1
409,a7f549bba99040df845056954cd491b8,2023-07-13,1
410,a7f549bba99040df845056954cd491b8,2023-07-13,1
411,a7f549bba99040df845056954cd491b8,2023-07-13,1
412,a7f549bba99040df845056954cd491b8,2023-07-13,1
413,a7f549bba99040df845056954cd491b8,2023-07-13,1
414,a7f549bba99040df845056954cd491b8,2023-07-13,1
415,a7f549bba99040df845056954cd491b8,2023-07-13,1
416,a7f549bba99040df845056954cd491b8,2023-07-13,1
417,a7f549bba99040df845056954cd491b8,2023-07-13,1
418,a94fa3aa167d4832a49c71bc474f4382,2023-07-13,1
419,a94fa3aa167d4832a49c71bc474f4382,2023-07-13,1
420,a94fa3aa167d4832a49c71bc474f4382,2023-07-13,1
421,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
422,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
423,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
424,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
425,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
426,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
427,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
428,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
429,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
430,aacfa59e9fad41989672fed9d96497bc,2023-07-13,1
431,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
432,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
433,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
434,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
435,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
436,aea3df9e8f554d989bcb36d818386aad,2023-07-13,1
